TIMEPOINT,FOLDER,FILENAME,VIAL,REP,POINT,TEMP,SYMBIONT_TREATMENT,AVERAGE_FvFm,PAR,F,FvFm,Fm',Fo,Y(ii),Y(NPQ),Y(NO),NPQ,qN,qP,qL,ETR,Abs,lnh
20,30.4.24,T2V3V10V20V37_T1V15_30,10,2,4,31,,,0,0.4306,0.232578863,0.5611,0.4306,0.233,0,0.767,0,0,1,1,0,0,0.62
20,30.4.24,T2V3V10V20V37_T1V15_30,20,1,5,31,,,0,0.0841,0.228440367,0.109,0.0841,0.229,0,0.771,0,0,1,1,0,0,0.627
20,30.4.24,T2V3V10V20V37_T1V15_30,37,1,6,31,,,0,0.3324,0.282538312,0.4633,0.3324,0.283,0,0.717,0,0,1,1,0,0,0.538
20,30.4.24,T2V3V10V20V37_T1V15_30,37,2,7,31,,,0,0.2796,0.226983688,0.3617,0.2796,0.227,0,0.773,0,0,1,1,0,0,0.629
20,30.4.24,T2V3V10V20V37_T1V15_30,15,1,8,27.5,,,0,0.2458,0.241358025,0.324,0.2458,0.241,0,0.759,0,0,1,1,0,0,0.606
20,30.4.24,T2V3V10V20V37_T1V15_30,15,2,9,27.5,,,0,0.217,0.186961409,0.2669,0.217,0.187,0,0.813,0,0,1,1,0,0,0.695
21,1.5.24,T216_T1V18_1,16,1,1,31,,,0,0.1251,0.171523179,0.151,0.1251,0.172,0,0.828,0,0,1,1,0,0,0
21,1.5.24,T216_T1V18_1,18,1,2,27.5,,,0,0.1065,0.099746407,0.1183,0.1065,0.099,0,0.901,0,0,1,1,0,0,0.422
22,2.5.24,T1V1-6_2,1,1,1,27.5,,,0,0.2063,0.080249666,0.2243,0.2063,0.081,0,0.919,0,0,1,1,0,0,0
22,2.5.24,T1V1-6_2,2,1,2,27.5,,,0,0.3236,0.142327061,0.3773,0.3236,0.142,0,0.858,0,0,1,1,0,0,-0.768
22,2.5.24,T1V1-6_2,3,1,3,27.5,,,0,0.2678,0.313333333,0.39,0.2678,0.313,0,0.687,0,0,1,1,0,0,-2.886
22,2.5.24,T1V1-6_2,3,2,4,27.5,,,0,0.3807,0.295130531,0.5401,0.3807,0.295,0,0.705,0,0,1,1,0,0,-2.66
22,2.5.24,T1V1-6_2,4,1,5,27.5,,,0,0.197,0.198535395,0.2458,0.197,0.199,0,0.801,0,0,1,1,0,0,-1.466
22,2.5.24,T1V1-6_2,5,1,6,27.5,,,0,0.5841,0.317081726,0.8553,0.5841,0.317,0,0.683,0,0,1,1,0,0,-2.934
22,2.5.24,T1V1-6_2,5,2,7,27.5,,,0,0.3578,0.190131281,0.4418,0.3578,0.19,0,0.81,0,0,1,1,0,0,-1.36
22,2.5.24,T1V1-6_2,6,1,8,27.5,,,0,0.1632,0.099834528,0.1813,0.1632,0.1,0,0.9,0,0,1,1,0,0,-0.237
22,2.5.24,T1V7-11V13_2,7,1,1,27.5,,,0,0.2048,0.219809524,0.2625,0.2048,0.22,0,0.78,0,0,1,1,0,0,0
22,2.5.24,T1V7-11V13_2,8,1,2,27.5,,,0,0.1535,0.094929245,0.1696,0.1535,0.095,0,0.905,0,0,1,1,0,0,0.567
22,2.5.24,T1V7-11V13_2,9,1,3,27.5,,,0,0.2928,0.235908142,0.3832,0.2928,0.236,0,0.764,0,0,1,1,0,0,-0.074
22,2.5.24,T1V7-11V13_2,10,1,4,27.5,,,0,0.154,0.483394834,0.2981,0.154,0.484,0,0.516,0,0,1,1,0,0,-1.201
22,2.5.24,T1V7-11V13_2,10,2,5,27.5,,,0,0.545,0.365023884,0.8583,0.545,0.365,0,0.635,0,0,1,1,0,0,-0.661
22,2.5.24,T1V7-11V13_2,11,1,6,27.5,,,0,0.3128,0.222277474,0.4022,0.3128,0.222,0,0.778,0,0,1,1,0,0,-0.012
22,2.5.24,T1V7-11V13_2,13,1,7,27.5,,,0,0.2019,0.083938294,0.2204,0.2019,0.084,0,0.916,0,0,1,1,0,0,0.617
22,2.5.24,T1V14V16V17V19V20V21_2,14,1,1,27.5,,,0,0.4457,0.273394196,0.6134,0.4457,0.273,0,0.727,0,0,1,1,0,0,0
22,2.5.24,T1V14V16V17V19V20V21_2,16,1,2,27.5,,,0,0.2678,0.262462132,0.3631,0.2678,0.262,0,0.738,0,0,1,1,0,0,0.04
22,2.5.24,T1V14V16V17V19V20V21_2,17,1,3,27.5,,,0,0.1911,0.168045276,0.2297,0.1911,0.168,0,0.832,0,0,1,1,0,0,0.385
22,2.5.24,T1V14V16V17V19V20V21_2,19,1,4,27.5,,,0,0.5,0.34717326,0.7659,0.5,0.347,0,0.653,0,0,1,1,0,0,-0.27
22,2.5.24,T1V14V16V17V19V20V21_2,19,2,5,27.5,,,0,0.2649,0.301608226,0.3793,0.2649,0.302,0,0.698,0,0,1,1,0,0,-0.103
22,2.5.24,T1V14V16V17V19V20V21_2,20,1,6,27.5,,,0,0.1349,0.264048009,0.1833,0.1349,0.264,0,0.736,0,0,1,1,0,0,0.034
22,2.5.24,T1V14V16V17V19V20V21_2,21,1,7,27.5,,,0,0.1061,0.379894798,0.1711,0.1061,0.38,0,0.62,0,0,1,1,0,0,-0.39
22,2.5.24,T1V14V16V17V19V20V21_2,21,2,8,27.5,,,0,0.2542,0.283540023,0.3548,0.2542,0.284,0,0.716,0,0,1,1,0,0,-0.038
22,2.5.24,T1V22-27_2,22,1,1,27.5,,,0,0.2937,0.208355795,0.371,0.2937,0.208,0,0.792,0,0,1,1,0,0,0
22,2.5.24,T1V22-27_2,23,1,2,27.5,,,0,0.1955,0.150738488,0.2302,0.1955,0.151,0,0.849,0,0,1,1,0,0,0.276
22,2.5.24,T1V22-27_2,24,1,3,27.5,,,0,0.2527,0.208333333,0.3192,0.2527,0.208,0,0.792,0,0,1,1,0,0,0
22,2.5.24,T1V22-27_2,25,1,4,27.5,,,0,0.5078,0.303142583,0.7287,0.5078,0.303,0,0.697,0,0,1,1,0,0,-0.456
22,2.5.24,T1V22-27_2,26,1,5,27.5,,,0,0.4717,0.331206579,0.7053,0.4717,0.331,0,0.669,0,0,1,1,0,0,-0.591
22,2.5.24,T1V22-27_2,27,1,6,27.5,,,0,0.2742,0.27132607,0.3763,0.2742,0.271,0,0.729,0,0,1,1,0,0,-0.304
22,2.5.24,T1V28V29V31V34V35V36_2,28,1,1,27.5,,,0,0.3763,0.208788898,0.4756,0.3763,0.209,0,0.791,0,0,1,1,0,0,0
22,2.5.24,T1V28V29V31V34V35V36_3,29,1,2,27.5,,,0,0.238,0.142651297,0.2776,0.238,0.143,0,0.857,0,0,1,1,0,0,0.316
22,2.5.24,T1V28V29V31V34V35V36_4,31,1,3,27.5,,,0,0.3641,0.200658617,0.4555,0.3641,0.201,0,0.799,0,0,1,1,0,0,0.038
22,2.5.24,T1V28V29V31V34V35V36_5,34,1,4,27.5,,,0,0.1628,0.219932918,0.2087,0.1628,0.22,0,0.78,0,0,1,1,0,0,-0.055
22,2.5.24,T1V28V29V31V34V35V36_6,35,1,5,27.5,,,0,0.325,0.309538984,0.4707,0.325,0.309,0,0.691,0,0,1,1,0,0,-0.483
22,2.5.24,T1V28V29V31V34V35V36_7,36,1,6,27.5,,,0,0.3358,0.352487466,0.5186,0.3358,0.352,0,0.648,0,0,1,1,0,0,-0.69
22,2.5.24,T1V37V39V40V42_2,37,1,1,27.5,,,0,0.1173,0.114716981,0.1325,0.1173,0.114,0,0.886,0,0,1,1,0,0,0
22,2.5.24,T1V37V39V40V42_2,37,2,2,27.5,,,0,0.3343,0.285988894,0.4682,0.3343,0.286,0,0.714,0,0,1,1,0,0,-1.5
22,2.5.24,T1V37V39V40V42_2,39,1,3,27.5,,,0,0.2058,0.049422633,0.2165,0.2058,0.05,0,0.95,0,0,1,1,0,0,0.566
22,2.5.24,T1V37V39V40V42_2,40,1,4,27.5,,,0,0.3573,0.229624838,0.4638,0.3573,0.23,0,0.77,0,0,1,1,0,0,-1.008
22,2.5.24,T1V37V39V40V42_2,42,2,5,27.5,,,0,0.2444,0.108679796,0.2742,0.2444,0.109,0,0.891,0,0,1,1,0,0,0.049
22,2.5.24,T2V5V9V11V15V18V19_2,5,1,1,31,,,0,0.2766,0.320560059,0.4071,0.2766,0.321,0,0.679,0,0,1,1,0,0,0
22,2.5.24,T2V5V9V11V15V18V19_2,9,1,3,31,,,0,0.2141,0.24745167,0.2845,0.2141,0.247,0,0.753,0,0,1,1,0,0,0.228
22,2.5.24,T2V5V9V11V15V18V19_2,11,1,4,31,,,0,0.1667,0.163991976,0.1994,0.1667,0.164,0,0.836,0,0,1,1,0,0,0.488
22,2.5.24,T2V5V9V11V15V18V19_2,15,1,5,31,,,0,0.2454,0.256138224,0.3299,0.2454,0.256,0,0.744,0,0,1,1,0,0,0.2
22,2.5.24,T2V5V9V11V15V18V19_2,18,1,6,31,,,0,0.26,0.280177187,0.3612,0.26,0.28,0,0.72,0,0,1,1,0,0,0.126
22,2.5.24,T2V5V9V11V15V18V19_2,19,1,7,31,,,0,0.1906,0.277756726,0.2639,0.1906,0.278,0,0.722,0,0,1,1,0,0,0.133
22,2.5.24,T2V22V28V32V33V34V35_2,22,1,1,31,,,0,0.3314,0.272447859,0.4555,0.3314,0.273,0,0.727,0,0,1,1,0,0,0
22,2.5.24,T2V22V28V32V33V34V35_2,28,1,2,31,,,0,0.241,0.16982432,0.2903,0.241,0.17,0,0.83,0,0,1,1,0,0,0.376
22,2.5.24,T2V22V28V32V33V34V35_2,32,1,3,31,,,0,0.088,0.005649718,0.0885,0.088,0,0,1,0,0,1,1,0,0,1
22,2.5.24,T2V22V28V32V33V34V35_2,33,1,4,31,,,0,0.4208,0.324775353,0.6232,0.4208,0.325,0,0.675,0,0,1,1,0,0,-0.191
22,2.5.24,T2V22V28V32V33V34V35_2,34,1,5,31,,,0,0.2786,0.286555698,0.3905,0.2786,0.287,0,0.713,0,0,1,1,0,0,-0.052
22,2.5.24,T2V22V28V32V33V34V35_2,35,1,6,31,,,0,0.2312,0.170136396,0.2786,0.2312,0.17,0,0.83,0,0,1,1,0,0,0.376
22,2.5.24,T2V36V38V39_2,36,1,1,31,,,0,0.4467,0.315926493,0.653,0.4467,0.316,0,0.684,0,0,1,1,0,0,0
22,2.5.24,T2V36V38V39_2,38,1,2,31,,,0,0.1266,0.148048452,0.1486,0.1266,0.148,0,0.852,0,0,1,1,0,0,0.531
22,2.5.24,T2V36V38V39_2,38,2,3,31,,,0,0.2752,0.238095238,0.3612,0.2752,0.238,0,0.762,0,0,1,1,0,0,0.246
22,2.5.24,T2V36V38V39_2,39,1,4,31,,,0,0.1857,0.266587678,0.2532,0.1857,0.266,0,0.734,0,0,1,1,0,0,0.157
